Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
357,fina10913261,,0,38,38,0,38,38,1,1,1,0,2
358,One1Europe,,5,670,675,5,670,675,2,0.956403,0.977208,66321.847022,1
359,WTTL2015,,2,34,36,2,34,36,1,1,1,3053.636891,4
360,academiairving1,,2,74,76,2,74,76,11,0.17491,0.192257,561739.01611,6
361,ESNEvora,,11,3,14,11,3,14,1,1,1,208.738095,1
362,donareferee,,2,39,41,2,39,41,2,0.675676,0.76,6688.446306,3
363,instihemingway,,3,138,141,3,138,141,1,1,1,14223.168354,1
364,CrowdTYouth,,2,756,758,2,756,758,1,1,1,100784.418862,2
365,Akelarre_Teatro,,1,112,113,1,112,113,12,0.144085,0.164541,183278.13419,0
366,InternPoint,,3,547,550,3,547,550,10,0.234342,0.272971,495369.181097,1
367,VeUGR,,9,140,149,9,140,149,10,0.220526,0.244644,1373855.98352,5
368,esncag,,6,137,143,6,137,143,12,0.197391,0.238523,186298.411243,1
369,ConexionGranada,,3,1263,1266,3,1263,1266,11,0.215291,0.270507,696881.95586,0
370,jorgitosilva88,,2,128,130,2,128,130,12,0.190398,0.213575,1180067.159267,2
371,djalfm,,1,116,117,1,116,117,10,0.19665,0.217358,338795.75419,0
372,silviaesmu,,3,166,169,3,166,169,13,0.170981,0.19542,482530.669228,1
373,Europarl_EYE,,11,2473,2484,11,2473,2484,11,0.217619,0.279832,2298403.853657,1
374,InmoEmilioFunes,,2,1,3,2,1,3,1,1,1,0,6
375,Internplacement,,4,788,792,4,788,792,12,0.201875,0.249921,540761.920937,1
376,CreaAcademy,,3,282,285,3,282,285,14,0.143665,0.162559,59709.653698,3
377,DylanXVI,,1,98,99,1,98,99,1,1,1,10068.371129,8
378,Welcome2GRX,,0,9,9,0,9,9,1,1,1,0,6
379,detiUGR,,5,479,484,5,479,484,10,0.228856,0.255407,1945655.708358,5
380,maria0range,,0,1,1,0,1,1,1,1,1,0,1
381,carolagerik,,1,1331,1332,1,1331,1332,3,0.753642,0.864412,161221.432885,2
382,JDjula,,1,32,33,1,32,33,13,0.169563,0.189983,72235.862492,2
383,metheroninn,,1,44,45,1,44,45,1,1,1,2897.747773,2
384,uni_mainz_eng,,2,503,505,2,503,505,2,0.745846,0.82962,64951.738804,1
385,Nour_Elkholy,,3,57,60,3,57,60,1,1,1,5133.440113,3
386,oficina_grafica,,2,108,110,2,108,110,11,0.174941,0.192596,22502.594912,0
387,afgranada,,3,194,197,3,194,197,13,0.147104,0.162362,1070140.208374,6
388,PubTantra,,3,456,459,3,456,459,8,0.238778,0.272558,700290.99722,6
389,AcademiaHelmnti,,2,544,546,2,544,546,12,0.159271,0.179152,177949.359177,4
390,BringingPeople,,2,282,284,2,282,284,2,0.743945,0.827907,25154.690486,4
391,EyefiveFilms,,2,47,49,2,47,49,1,1,1,6220.801648,1
392,erasmusplusteam,,4,17,21,4,17,21,1,1,1,1837.954762,6
393,kasiagerlee,,3,114,117,3,114,117,5,0.324011,0.35845,109454.054525,2
394,ESN_Okan,,8,29,37,8,29,37,14,0.149251,0.165708,41040.374754,1
395,masozzo,,2,395,397,2,395,397,1,1,1,46334.834757,3
396,ESNNicosia,,7,80,87,7,80,87,11,0.191528,0.214321,345218.162197,1
397,RdguezCarmen,,1,74,75,1,74,75,1,1,1,5642.485972,4
398,CERRAJERO_24x7,,3,277,280,3,277,280,1,1,1,35693.179909,0
399,ufeud,,2,362,364,2,362,364,1,1,1,44213.217569,2
400,FLEURA_UCA,,2,174,176,2,174,176,1,1,1,18420.901331,1
401,LaMaison_France,,2,6,8,2,6,8,1,1,1,469.611905,0
402,BudhaGranada,,3,8,11,3,8,11,1,1,1,791.681349,0
403,capri_motoscafi,,1,348,349,1,348,349,3,0.406999,0.50237,32280.484577,7
404,BechiElizondo,,1,1,2,1,1,2,1,1,1,0,1
405,SuspirosEspana,,1,1,2,1,1,2,1,1,1,0,1
406,StudentLane,,4,111,115,4,111,115,2,0.696113,0.781726,14191.418113,2
407,ApoyoHRasillo,,3,941,944,3,941,944,3,0.600065,0.725964,113406.380411,0
408,jj_cuadra,,1,189,190,1,189,190,1,1,1,17768.08877,0
409,pisosalamanca,,4,411,415,4,411,415,12,0.160603,0.180621,1171571.729057,1
410,ESNcoruna,,9,73,82,9,73,82,13,0.17664,0.196653,436069.641848,4
411,IMUestudio,,3,87,90,3,87,90,2,0.957895,0.978022,7144.917048,0
412,MRConsultores,,3,351,354,3,351,354,13,0.136606,0.157106,912433.76095,4
413,ExprimeGranada,,3,200,203,3,200,203,9,0.194233,0.214151,322446.590978,0
414,UMapping,,3,262,265,3,262,265,2,0.603639,0.671691,10625.803447,1
415,filmosofia,,3,1415,1418,3,1415,1418,9,0.223239,0.265252,529794.52318,0
416,AngeloCampione1,,5,39,44,5,39,44,2,0.629139,0.705263,5922.936303,3
417,Decoracesped,,2,72,74,2,72,74,1,1,1,5445.795774,4
418,balica91,,3,325,328,3,325,328,1,1,1,26785.390074,6
419,FutbolStation,,2,427,429,2,427,429,3,0.76933,0.855109,40045.933159,6
420,HappyMaxim,,2,457,459,2,457,459,1,1,1,52699.641232,1
421,JebeBahest,,1,78,79,1,78,79,13,0.137275,0.149226,4543.825541,4
422,avelinschen,,1,47,48,1,47,48,2,0.557178,0.60262,3373.299747,5
423,GTC_Granada,,2,126,128,2,126,128,1,1,1,11720.336948,0
424,CooltraItalia,,5,253,258,5,253,258,16,0.10884,0.130571,766069.081944,3
425,sevexperience,,3,34,37,3,34,37,1,1,1,3795.213492,4
426,Erasmus_Flats,,3,179,182,3,179,182,18,0.090406,0.105721,266230.952067,2
427,marlameyy,,1,71,72,1,71,72,17,0.098177,0.111784,8445.607834,2
428,GotoRioo,,3,22,25,3,22,25,17,0.098836,0.116573,335641.138791,8
429,trerasmusturkey,,4,278,282,4,278,282,17,0.098799,0.116574,118600.620173,1
430,Giu_Pumbaa,,2,55,57,2,55,57,1,1,1,7397.413416,2
431,simoneviva18,,3,177,180,3,177,180,1,1,1,23784.968876,3
432,Secretsurfskate,,1,1,2,1,1,2,1,1,1,0,1
433,oarellanod,,0,1,1,0,1,1,1,1,1,0,1
434,biankajackowska,,1,363,364,1,363,364,1,1,1,41397.092557,3
435,esn_sassari,,6,33,39,6,33,39,2,0.726027,0.811321,5627.350794,3
436,24job,,1,963,964,1,963,964,1,1,1,83644.173157,3
437,juliocpineiro,,3,511,514,3,511,514,14,0.147075,0.166193,178170.780991,5
438,JoveprofGranada,,1,9,10,1,9,10,4,0.363437,0.382586,3776.504393,0
439,aleejgardner,,1,44,45,1,44,45,1,1,1,4327.780683,2
440,mariana_maz94,,2,97,99,2,97,99,1,1,1,10117.713059,2
441,FigaredoRat,,2,11,13,2,11,13,2,0.524017,0.545833,2097.030159,4
442,goto_lyon,,2,42,44,2,42,44,1,1,1,4504.526815,8
443,BeToSeek,,1,91,92,1,91,92,1,1,1,5616.699072,0
444,ESN_Mars,,8,24,32,8,24,32,1,1,1,2798.268975,1
445,CorkErasmus,,4,56,60,4,56,60,1,1,1,5476.256335,7
446,TiagoCosta_PT,,5,134,139,5,134,139,1,1,1,20272.793601,7
447,CalliopeCeCe,,3,541,544,3,541,544,1,1,1,76914.619309,2
448,ESN_sLOVEnia,,7,4,11,7,4,11,1,1,1,374.933333,1
449,ESNSelcuk,,7,39,46,7,39,46,3,0.494215,0.517837,19286.287781,3
450,patxigranada,,1,2,3,1,2,3,1,1,1,47,1
451,TheCreteTrip,,4,7,11,4,7,11,1,1,1,97.354762,1
452,emundus,,3,27,30,3,27,30,14,0.128252,0.137271,909993.152733,1
453,lowri_harries,,1,28,29,1,28,29,1,1,1,2233.808333,2
454,Viicky_Q,,2,37,39,2,37,39,3,0.541436,0.651361,2585.862786,6
455,Europeonthemove,,4,7,11,4,7,11,4,0.290643,0.30664,21107.892147,1
456,PeterDHenderson,,0,56,56,0,56,56,1,1,1,0,2
457,CoachMyErasmus,,3,2,5,3,2,5,1,1,1,135.00989,1
458,ESN_PW,,9,55,64,9,55,64,4,0.383918,0.454031,17388.003332,1
459,ErasmusMoments,,5,11,16,5,11,16,2,0.505069,0.510036,12972.746295,1
460,WorldTop_ESN,,4,1,5,4,1,5,1,1,1,0,4
461,JsmNox,,2,1,3,2,1,3,1,1,1,0,1
462,ESNSpringBreizh,,6,9,15,6,9,15,1,1,1,1407.614286,1
463,LaSimoGuarino,,3,43,46,3,43,46,1,1,1,2984.116491,3
464,ESN_UOM_Thess,,11,17,28,11,17,28,2,0.680851,0.765625,1909.51627,1
465,Vegetadan,,0,176,176,0,176,176,2,0.835878,0.901826,0,2
466,miguecalancha,,3,131,134,3,131,134,2,0.669251,0.752896,24602.111943,0
467,carluviri,,1,62,63,1,62,63,1,1,1,4742.410827,4
468,jrquinn13,,1,65,66,1,65,66,1,1,1,7178.076368,2
469,Erasmusinparis,,1,8,9,1,8,9,1,1,1,574.15772,1
470,taxihs,,3,459,462,3,459,462,14,0.121599,0.139017,196034.535918,6
471,ESNHildesheim,,6,7,13,6,7,13,1,1,1,757.723413,1
472,CsGranada,,4,1422,1426,4,1422,1426,11,0.201064,0.253581,387272.897827,0
473,botici,,0,277,277,0,277,277,1,1,1,0,1
474,aytacaltntas,,0,33,33,0,33,33,1,1,1,0,2
475,ESNPisa,,7,52,59,7,52,59,13,0.158788,0.178377,10808.582061,3
476,Othmanam_nrc,,0,20,20,0,20,20,1,1,1,0,2
477,sandanarprod,,1,1,2,1,1,2,1,1,1,0,1
478,TtacttoWeb,,2,1,3,2,1,3,1,1,1,0,1
479,The_Lovestruck,,3,10,13,3,10,13,1,1,1,1165.494841,3
480,mamenalanis,,3,1303,1306,3,1303,1306,10,0.208956,0.245035,309336.506966,0
481,ElebeConsultora,,2,1,3,2,1,3,1,1,1,0,1
482,PIRJEF_OIF,,0,179,179,0,179,179,1,1,1,0,1
483,strontium_photo,,3,84,87,3,84,87,2,0.888889,0.9375,11675.415573,4
484,ErasmusIntern,,8,41,49,8,41,49,2,0.815385,0.886792,5284.942574,1
485,Lisb_On_Hostel,,4,225,229,4,225,229,3,0.538226,0.584551,54363.001346,7
486,anaheel,,2,1,3,2,1,3,1,1,1,0,1
487,YB_by_Hermesitm,,2,30,32,2,30,32,2,0.565217,0.615385,7821.465873,2
488,HERMESITM_CRM,,1,123,124,1,123,124,2,0.948905,0.973077,5056.113492,2
489,polonyadayim,,2,12,14,2,12,14,1,1,1,1111.310549,7
490,blesixxx,,1,54,55,1,54,55,1,1,1,51.5,6
491,eugenialodi,,0,354,354,0,354,354,1,1,1,0,2
492,esnttuic,,6,9,15,6,9,15,13,0.164622,0.188184,64205.542919,1
493,mrspoon_es,,2,99,101,2,99,101,2,0.698795,0.784483,12380.252742,4
494,movifcom,,1,44,45,1,44,45,1,1,1,3372.181556,4
495,LockinGranada,,3,59,62,3,59,62,12,0.148647,0.164095,388060.288869,0
496,MPDLPracticas2,,3,477,480,3,477,480,13,0.145271,0.170947,858824.004669,6
497,MPDLPracticas1,,3,680,683,3,680,683,11,0.232977,0.276708,2502937.230345,6
498,eu_plus,,3,164,167,3,164,167,1,1,1,17023.415737,1
499,FutbubbleA,,3,224,227,3,224,227,13,0.129559,0.140722,103888.445329,0
500,Yunusimis,,2,161,163,2,161,163,1,1,1,19187.051651,2
501,ThroughMyStereo,,1,88,89,1,88,89,1,1,1,6227.772487,5
502,gotolille,,3,21,24,3,21,24,1,1,1,2022.262929,8
503,LampriniPanousi,,1,295,296,1,295,296,14,0.135849,0.15277,108190.589054,1
504,ViajeUnivSevill,,0,22,22,0,22,22,1,1,1,0,6
505,Eco_reciclados,,2,184,186,2,184,186,3,0.478431,0.610656,12388.089835,0
506,oseolimpiada,,1,228,229,1,228,229,3,0.519784,0.554308,67949.211762,4
507,Kilis_erasmus,,5,56,61,5,56,61,1,1,1,6863.868615,1
508,ISNLeiden,,5,5,10,5,5,10,1,1,1,374.747727,3
509,Triton_EA,,6,2,8,6,2,8,1,1,1,111,1
510,SilviaCroce90,,0,14,14,0,14,14,1,1,1,0,3
511,Clrgnd,,0,1,1,0,1,1,1,1,1,0,1
512,Aktivjaen,,1,157,158,1,157,158,1,1,1,18035.851876,0
513,mru_university,,2,478,480,2,478,480,1,1,1,50543.83302,1
514,CAMPUSLASER,,2,72,74,2,72,74,1,1,1,8585.28557,4
515,simonerinaldi90,,1,46,47,1,46,47,1,1,1,4430.132937,3
516,MarruecosVisita,,1,544,545,1,544,545,1,1,1,53899.48533,7
517,CamborioGranada,,2,170,172,2,170,172,1,1,1,6707.567793,6
518,esnjena,,5,4,9,5,4,9,1,1,1,316.226984,3
519,HappyCall_es,,1,32,33,1,32,33,1,1,1,3069.611508,0
520,luis_quiles4,,0,1,1,0,1,1,1,1,1,0,1
521,PubLiberia,,3,64,67,3,64,67,1,1,1,5749.180375,0
522,letstravelwith,,1,130,131,1,130,131,4,0.374362,0.424116,12274.213456,7
523,SVanuk,,2,10,12,2,10,12,2,0.509881,0.51938,9770.046567,2
524,ExchangeUrLife,,2,52,54,2,52,54,1,1,1,2680.626364,7
525,PaskoMarijana,,2,90,92,2,90,92,1,1,1,10324.956277,3
526,gnsinga,,0,21,21,0,21,21,1,1,1,0,1
527,ESNHerts,,6,11,17,6,11,17,12,0.179152,0.200931,281757.756881,3
528,esn_chpe,,7,5,12,7,5,12,14,0.137391,0.153679,68141.297669,3
529,fedevellucci,,1,38,39,1,38,39,1,1,1,3569.497835,3
530,tiendaUSevilla,,3,204,207,3,204,207,1,1,1,27066.157642,1
531,PpeAlvarez,,1,128,129,1,128,129,1,1,1,12197.299958,0
532,azam0800,,1,72,73,1,72,73,1,1,1,13145.633333,2
533,SocErasmNoviSad,,4,6,10,4,6,10,1,1,1,528.964044,2
534,taciropeca,,0,232,232,0,232,232,1,1,1,0,2
535,CasaSalvadorGR,,3,211,214,3,211,214,13,0.145416,0.16065,22177.429533,6
536,SWEPValencia,,5,5,10,5,5,10,1,1,1,277.811905,1
537,ESNkayseri,,3,2,5,3,2,5,1,1,1,137.330952,1
538,MariaSacchiero,,0,12,12,0,12,12,1,1,1,0,3
539,ESN_Dortmund,,9,2,11,9,2,11,1,1,1,81.972222,1
540,ViajesAnakena,,4,498,502,4,498,502,3,0.684783,0.809524,34377.750597,0
541,Iliber92,,3,344,347,3,344,347,3,0.566716,0.638865,75030.39861,6
542,ESNaustria,,10,36,46,10,36,46,1,1,1,3456.45202,1
543,WepKoeln2015,,4,21,25,4,21,25,1,1,1,683.280103,1
544,ESNUMBBB,,4,7,11,4,7,11,1,1,1,650.640476,1
545,elmakirmiz,,0,1,1,0,1,1,1,1,1,0,1
546,kevisolm,,0,1,1,0,1,1,1,1,1,0,1
547,cdmx_helena,,1,176,177,1,176,177,1,1,1,24068.799109,2
548,BarrilesBioUgr,,0,27,27,0,27,27,1,1,1,0,6
549,PNAlmeria,,3,27,30,3,27,30,1,1,1,3409.634524,0
550,eurasmus,,4,133,137,4,133,137,12,0.142052,0.161503,642990.888073,7
551,europecoop,,3,84,87,3,84,87,2,0.721053,0.806569,14663.844897,0
552,Morguyyy,,0,1,1,0,1,1,1,1,1,0,1
553,cangobox,,2,226,228,2,226,228,2,0.63357,0.710821,28810.117014,4
554,esnAntwerp,,4,9,13,4,9,13,2,0.521739,0.541667,2473.142634,1
555,homestudent,,3,36,39,3,36,39,1,1,1,5904.05,3
556,Isaaperezrodrig,,2,1,3,2,1,3,1,1,1,0,1
557,FlashDrinks,,1,58,59,1,58,59,1,1,1,4026.739982,6
558,banaghercordoba,,1,100,101,1,100,101,1,1,1,12381.72384,0
559,Amasoji76,,2,42,44,2,42,44,1,1,1,5496.360209,4
560,GolongrinasGRA,,3,73,76,3,73,76,1,1,1,6947.353395,0
561,Absortia,,1,6,7,1,6,7,1,1,1,454.89329,1
562,lazzer21,,2,163,165,2,163,165,2,0.988024,0.993939,8692.707057,6
563,selva_park,,0,72,72,0,72,72,1,1,1,0,0
564,MonteroMacarena,,1,25,26,1,25,26,1,1,1,3440.766667,2
565,Corinna_Atk,,1,1,2,1,1,2,1,1,1,0,1
566,COPICLOUD,,3,698,701,3,698,701,15,0.10949,0.128012,344784.934047,6
567,ZostanStudentem,,2,187,189,2,187,189,1,1,1,24628.11327,1
568,AngelMPeluquero,,3,345,348,3,345,348,2,0.746781,0.83046,39030.989117,0
569,ArantxaLoVi,,0,51,51,0,51,51,1,1,1,0,2
570,ESN_UEx,,11,161,172,11,161,172,14,0.142848,0.160328,93982.612345,5
571,granadaspanish,,3,5,8,3,5,8,1,1,1,317.197619,1
572,DanaDanage,,1,3,4,1,3,4,1,1,1,148.333333,3
573,Gan424,,1,1,2,1,1,2,1,1,1,0,1
574,diltram,,3,32,35,3,32,35,1,1,1,4406.039286,2
575,jreche1,,0,25,25,0,25,25,1,1,1,0,5
576,andreanaanton,,3,6,9,3,6,9,1,1,1,740.667857,4
577,ESNLeuven,,8,9,17,8,9,17,1,1,1,1191.296429,1
578,molinorural,,2,54,56,2,54,56,1,1,1,3176.739212,0
579,esnnl,,8,31,39,8,31,39,1,1,1,4410.514286,1
580,ESNRennes,,6,15,21,6,15,21,1,1,1,2150.872222,1
581,StergiosAspros,,3,8,11,3,8,11,1,1,1,1143.451407,2
582,esnlinkoping,,6,2,8,6,2,8,1,1,1,111,1
583,katenever,,1,244,245,1,244,245,1,1,1,22229.22093,3
584,esnitu,,8,22,30,8,22,30,11,0.177156,0.191734,259312.532597,7
585,ErasmusMadFlat,,6,45,51,6,45,51,1,1,1,6456.826779,1
586,MartaMyga,,0,1,1,0,1,1,1,1,1,0,1
587,ESNGeneva,,5,1,6,5,1,6,1,1,1,0,1
588,SammyHoose,,2,114,116,2,114,116,1,1,1,18947.898732,2
589,ESNBilbao,,8,33,41,8,33,41,2,0.698795,0.784483,7959.933841,1
590,fedejr23,,2,47,49,2,47,49,1,1,1,4605.59246,0
591,eraxix,,1,15,16,1,15,16,2,0.590361,0.653061,3027.394841,0
592,wunderflats,,3,92,95,3,92,95,1,1,1,11041.510348,1
593,InmobiliariaMLG,,2,263,265,2,263,265,14,0.123368,0.13717,106903.624483,1
594,ErasmusRoomPort,,4,27,31,4,27,31,1,1,1,2727.755628,1
595,Javierptorres,,1,57,58,1,57,58,1,1,1,5523.897539,0
596,ResiVenecia,,1,41,42,1,41,42,1,1,1,1798.555249,0
597,ChhornC,,0,166,166,0,166,166,1,1,1,0,2
598,_MC_Arcos,,1,164,165,1,164,165,1,1,1,8506.526174,4
599,iusedtotuithere,,0,98,98,0,98,98,1,1,1,0,8
600,ESN_ULg,,3,4,7,3,4,7,1,1,1,273.963727,2
601,OscarLeclere,,3,90,93,3,90,93,1,1,1,9578.57305,2
602,marie_esn,,4,55,59,4,55,59,1,1,1,9039.769841,2
603,nou_network_w,,1,133,134,1,133,134,1,1,1,9958.490232,2
604,ESN_Paris,,9,39,48,9,39,48,13,0.14489,0.155471,104279.904369,1
605,ESNIreland,,10,111,121,10,111,121,1,1,1,15578.707143,1
606,esnCU,,5,1,6,5,1,6,1,1,1,0,1
607,33_RT_CT_87,,0,13,13,0,13,13,1,1,1,0,0
608,Aurigodez,,1,107,108,1,107,108,1,1,1,10223.351503,2
609,EsnAncona,,8,18,26,8,18,26,1,1,1,2059.088889,3
610,ESNGermany,,12,21,33,12,21,33,1,1,1,2581.432143,1
611,yildiz_esn,,10,5,15,10,5,15,1,1,1,356.68088,1
612,seven7desires,,4,620,624,4,620,624,13,0.146963,0.171134,863868.79517,6
613,ChisteraMonachi,,3,195,198,3,195,198,1,1,1,22039.238322,0
614,MichalinaMarek,,3,3,6,3,3,6,1,1,1,78.583333,2
615,RobertKlimacki,,5,56,61,5,56,61,2,0.791667,0.868421,9358.137807,2
616,CamauraGranada,,4,97,101,4,97,101,12,0.153398,0.168727,107893.781104,0
617,OzoneActivity,,1,256,257,1,256,257,2,0.737918,0.822418,23997.473959,6
618,ElTecniman,,2,66,68,2,66,68,4,0.370787,0.473906,14750.982312,6
619,AnaM_Tajuelo,,0,1,1,0,1,1,1,1,1,0,1
620,esn_kapa_athens,,9,8,17,9,8,17,2,0.510471,0.520513,14518.631339,1
621,esnaon,,3,2,5,3,2,5,1,1,1,43.483333,2
622,GRANADACORPUS,,3,196,199,3,196,199,12,0.163978,0.184983,691765.710246,6
623,untilmorning14,,4,29,33,4,29,33,1,1,1,4564.381205,2
624,ErasmusIreland,,5,190,195,5,190,195,1,1,1,20566.241739,1
625,aluninet,,4,178,182,4,178,182,19,0.08643,0.095969,82898.233504,4
626,AuroraProdi,,1,20,21,1,20,21,13,0.140932,0.153052,4893.703205,3
627,lachicallama,,1,45,46,1,45,46,1,1,1,3524.173521,2
628,fabio_oficial6,,1,1,2,1,1,2,1,1,1,0,1
629,ElenaMurgia,,3,246,249,3,246,249,1,1,1,26869.817977,3
630,ESN_CH,,13,44,57,13,44,57,1,1,1,5002.455556,1
631,FSICILIANA,,1,67,68,1,67,68,4,0.343415,0.390296,12204.821191,0
632,pontassuglia,,2,39,41,2,39,41,2,0.675676,0.76,6093.821032,2
633,AndaluciaIntern,,3,268,271,3,268,271,1,1,1,25852.704082,2
634,PG_Inmobiliaria,,2,214,216,2,214,216,5,0.280034,0.33841,133255.77696,6
635,joserod22,,3,162,165,3,162,165,2,0.95,0.973684,21531.924045,5
636,Camilono,,1,156,157,1,156,157,1,1,1,17749.816306,2
637,EAnticipadas,,1,224,225,1,224,225,2,0.754545,0.837349,22517.871651,6
638,mariafzc,,1,403,404,1,403,404,1,1,1,13141.118223,0
639,DduBogdan,,0,21,21,0,21,21,1,1,1,0,2
640,AleSofiaMassa,,3,26,29,3,26,29,1,1,1,2942.289574,6
641,esnuea,,5,4,9,5,4,9,1,1,1,248.733333,1
642,ESN_UTAD,,3,1,4,3,1,4,1,1,1,0,1
643,EventoSEVesn,,3,9,12,3,9,12,1,1,1,815.130952,1
644,age13145,,0,11,11,0,11,11,1,1,1,0,7
645,Kosmonomada,,2,1,3,2,1,3,1,1,1,0,1
646,murattitutunu,,0,87,87,0,87,87,1,1,1,0,2
647,KingViajes,,4,109,113,4,109,113,1,1,1,17381.269012,6
648,iamfiesta,,0,1,1,0,1,1,1,1,1,0,1
649,ESNSienaGES,,11,6,17,11,6,17,1,1,1,840.087302,1
650,Annacampillo,,3,278,281,3,278,281,1,1,1,35214.105188,0
651,barrasecons,,0,211,211,0,211,211,14,0.12034,0.127005,0,6
652,KarimDpointgrou,,0,404,404,0,404,404,1,1,1,0,2
653,viajs_baratos,,1,83,84,1,83,84,1,1,1,4404.184668,6
654,taskinmelih,,1,1,2,1,1,2,1,1,1,0,1
655,J_udi,,1,136,137,1,136,137,2,0.726667,0.811927,17846.022655,5
656,spanishnatural,,1,55,56,1,55,56,1,1,1,2497.415873,1
657,blidaru,,1,368,369,1,368,369,1,1,1,48988.53971,1
658,laPeraGranada,,1,90,91,1,90,91,1,1,1,3253.362554,5
659,_Giulia_Rosa_,,3,22,25,3,22,25,1,1,1,1886.461941,3
660,Insideplaza,,0,1,1,0,1,1,1,1,1,0,1
661,Xtouchgranada,,1,45,46,1,45,46,1,1,1,1391.555152,0
662,VivirEnGranada,,3,49,52,3,49,52,1,1,1,1487.084948,0
663,AprendiverSala1,,0,148,148,0,148,148,1,1,1,0,4
664,tutoruniversit,,1,561,562,1,561,562,13,0.12527,0.136655,21880.779268,4
665,nosolotour,,3,15,18,3,15,18,1,1,1,1673.133911,0
666,SierraDeG,,3,525,528,3,525,528,1,1,1,31966.515926,0
667,Naytsin1,,0,1,1,0,1,1,1,1,1,0,1
668,GranainoEs,,2,77,79,2,77,79,2,0.590164,0.652778,7131.068248,4
669,alhambratiendas,,3,25,28,3,25,28,1,1,1,2218.640801,0
670,EnvioMaletas,,3,27,30,3,27,30,17,0.104012,0.113016,165537.574589,4
671,AlkimiaPub,,0,3,3,0,3,3,1,1,1,0,6
672,MariaPi29181852,,1,10,11,1,10,11,1,1,1,1055.68254,7
673,MMarfilESTL,,1,100,101,1,100,101,2,0.735849,0.820513,7898.546083,0
674,OCInmobiliaria,,2,44,46,2,44,46,11,0.161278,0.185544,668144.604053,1
675,OCservicios,,1,4,5,1,4,5,1,1,1,168.75,1
676,virgajoze,,2,1,3,2,1,3,1,1,1,0,1
677,geomeet_ES,,1,39,40,1,39,40,1,1,1,2768.510761,1
678,ErasmusPiu,,6,29,35,6,29,35,1,1,1,4071.107143,7
679,Marika_Lobello,,0,1,1,0,1,1,1,1,1,0,1
680,ucdesn,,9,4,13,9,4,13,1,1,1,395.35,1
681,CNDBarcelona,,4,1,5,4,1,5,1,1,1,0,1
682,ClubbersTour,,1,106,107,1,106,107,1,1,1,11878.089012,4
683,agnessarolta,,3,583,586,3,583,586,2,0.720666,0.806197,84629.79499,1
684,kitiMartin,,2,77,79,2,77,79,1,1,1,9249.972222,3
685,FranDepireux,,2,21,23,2,21,23,2,0.530259,0.557065,6089.382065,2
686,Enelisb,,2,1,3,2,1,3,1,1,1,0,6
687,esncamino,,4,5,9,4,5,9,1,1,1,664.371795,5
688,echo_de__menos,,1,11,12,1,11,12,1,1,1,910.180952,3
689,esnsouthampton,,8,10,18,8,10,18,1,1,1,1152.267857,2
690,marlydesign,,3,306,309,3,306,309,1,1,1,27866.555259,0
691,party_tour_bud,,1,19,20,1,19,20,1,1,1,1082.460823,2
692,SABOREAMQAGRANA,,2,297,299,2,297,299,2,0.968454,0.983713,39359.7079,0
693,EUROPEDIRECTBAS,,4,230,234,4,230,234,1,1,1,25583.817555,1
694,ErasmusInt,,2,15,17,2,15,17,1,1,1,1551.668831,4
695,jamesrandall1,,1,100,101,1,100,101,1,1,1,9072.141667,2
696,ServicioGlobal,,3,57,60,3,57,60,1,1,1,7714.24142,4
697,Nene7gp,,1,142,143,1,142,143,1,1,1,8411.100438,6
698,DonateAventura,,1,1,2,1,1,2,1,1,1,0,1
699,elouahrani,,2,1,3,2,1,3,1,1,1,0,1
700,Carlos_GarciaGC,,2,560,562,2,560,562,1,1,1,66839.590508,3
701,eREIMSmus,,7,40,47,7,40,47,1,1,1,6760.203175,8
702,BayernTravel,,2,48,50,2,48,50,1,1,1,5458.037734,0
703,JhozimarSanchez,,2,122,124,2,122,124,1,1,1,10504.028472,4
704,Antoniodarg,,1,102,103,1,102,103,1,1,1,14495.01806,2
705,LiveErasmus,,5,11,16,5,11,16,1,1,1,994.755952,1
706,ExchangeAbility,,10,72,82,10,72,82,1,1,1,8471.093984,1
707,PubCrawlerzcom,,3,434,437,3,434,437,12,0.197054,0.242758,649931.978034,7
708,ZabalzaEstudios,,2,990,992,2,990,992,11,0.195354,0.234337,793677.194152,0
709,AutoElRio,,1,123,124,1,123,124,11,0.183141,0.213666,568258.93654,4
710,ErasmusStory,,3,236,239,3,236,239,12,0.201568,0.237556,415106.744897,1
711,ESNChur,,8,217,225,8,217,225,12,0.207435,0.250066,508376.76741,1
712,go_europe,,4,567,571,4,567,571,12,0.185367,0.226528,810992.451573,1
713,carlos_visiedo,,2,1,3,2,1,3,1,1,1,0,1
714,flalmenara,,3,2658,2661,3,2658,2661,9,0.256829,0.315438,1054190.428168,0
715,locang0,,1,286,287,1,286,287,17,0.091557,0.103536,57265.828414,8
716,Gradomania_Web,,2,696,698,2,696,698,2,0.939394,0.967742,74998.348113,4
717,Marta_esnh,,2,1,3,2,1,3,1,1,1,0,2
718,pablo_esnh,,2,58,60,2,58,60,3,0.471171,0.516571,17090.31359,2
719,VLCparty,,1,54,55,1,54,55,1,1,1,5359.869825,2
720,ven_elenska,,1,344,345,1,344,345,2,0.844,0.907583,45442.822662,2
